cluster,pose_index,description
3,679,"a person stumbles backwards then forwards hitting against something.#a/DET person/NOUN stumble/VERB backwards/ADV then/ADV forwards/ADV hit/VERB against/ADP something/PRON#0.0#0.0
person is walking and jumping around.#person/NOUN is/AUX walk/VERB and/CCONJ jump/VERB around/ADV#0.0#0.0
walking a one-sided jagged circle clockwise with arms swaying.#walk/VERB a/DET oneside/VERB jagged/ADJ circle/NOUN clockwise/NOUN with/ADP arm/NOUN sway/VERB#0.0#0.0
"
3,680,"a person quickly sprints in a figure-eight pattern, stopping briefly at each side to carefully turn.#a/DET person/NOUN quickly/ADV sprint/VERB in/ADP a/DET figureeight/NOUN pattern/NOUN stop/VERB briefly/ADV at/ADP each/DET side/NOUN to/PART carefully/ADV turn/VERB#0.0#0.0
someone is frunning back and forth in a circle and doing jogs#someone/PRON is/AUX frunne/VERB back/ADV and/CCONJ forth/ADV in/ADP a/DET circle/NOUN and/CCONJ do/VERB jog/NOUN#0.0#0.0
a person performing short and quick runs around.#a/DET person/NOUN perform/VERB short/ADJ and/CCONJ quick/ADJ run/NOUN around/ADV#0.0#0.0
"
3,682,"a person, walking forward, and after doing slow move with left leg, and walk back#a/DET person/NOUN walk/VERB forward/ADV and/CCONJ after/ADP do/VERB slow/ADJ move/NOUN with/ADP left/ADJ leg/NOUN and/CCONJ walk/VERB back/ADV#0.0#0.0
a person walks forward swings foot right and walks back to where they started.#a/DET person/NOUN walk/VERB forward/ADV swing/NOUN foot/NOUN right/ADV and/CCONJ walk/VERB back/ADV to/ADP where/ADV they/PRON start/VERB#0.0#0.0
a person walks forward two paces then turns around 180 degrees then walks back to where they started#a/DET person/NOUN walk/VERB forward/ADV two/NUM pace/NOUN then/ADV turn/VERB around/ADV degree/NOUN then/ADV walk/VERB back/ADV to/ADP where/ADV they/PRON start/VERB#0.0#5.0
"
3,684,"person is likely lifting dumb bells.#person/NOUN is/AUX likely/ADV lift/VERB dumb/ADJ bell/NOUN#0.0#0.0
a motions to come towards them with both of their arms.#a/DET motion/NOUN to/PART come/VERB towards/ADP them/PRON with/ADP both/DET of/ADP their/DET arm/NOUN#0.0#0.0
a person curls both arms upwards at the elbows while standing#a/DET person/NOUN curl/VERB both/DET arm/NOUN upwards/ADV at/ADP the/DET elbow/NOUN while/SCONJ stand/VERB#0.0#0.0
"
3,685,"a person exercising his chest.#a/DET person/NOUN exercise/VERB his/DET chest/NOUN#0.0#0.0
a person stretching their chest by extending arms and shoulders outwards.#a/DET person/NOUN stretch/VERB their/DET chest/NOUN by/ADP extend/VERB arm/NOUN and/CCONJ shoulder/NOUN outward/NOUN#0.0#0.0
the person is waving arms around.#the/DET person/NOUN is/AUX wave/VERB arm/NOUN around/ADV#0.0#0.0
"
3,687,"the person is holding his arms straight out.#the/DET person/NOUN is/AUX hold/VERB his/DET arm/NOUN straight/ADV out/ADV#0.0#0.0
a oerson reachea their right hand forward to shoulder height.#a/DET oerson/NOUN reachea/ADP their/DET right/ADJ hand/NOUN forward/ADV to/ADP shoulder/NOUN height/NOUN#0.0#0.0
a person raises their right arm and places it on something. they then they remove it.#a/DET person/NOUN raise/VERB their/DET right/ADJ arm/NOUN and/CCONJ place/VERB it/PRON on/ADP something/PRON they/PRON then/ADV they/PRON remove/VERB it/PRON#0.0#0.0
"
3,691,"a person is walking in a circle while swinging his arms around.#a/DET person/NOUN is/AUX walk/VERB in/ADP a/DET circle/NOUN while/SCONJ swinge/VERB his/DET arm/NOUN around/ADV#0.0#0.0
a person lazily walks in a clockwise circle, swinging their arms loosely as they go.#a/DET person/NOUN lazily/ADV walk/VERB in/ADP a/DET clockwise/NOUN circle/NOUN swinge/VERB their/DET arm/NOUN loosely/ADV as/SCONJ they/PRON go/VERB#0.0#0.0
a man walks slowly in a clockwise circle, with his arms hanging limply by his sides as if he's bored.#a/DET man/NOUN walk/VERB slowly/ADV in/ADP a/DET clockwise/ADJ circle/NOUN with/ADP his/DET arm/NOUN hang/VERB limply/ADV by/ADP his/DET side/NOUN as/SCONJ if/SCONJ he/PRON bore/VERB#0.0#0.0
"
3,693,"the person is  walking down.#the/DET person/NOUN is/AUX walk/VERB down/ADP#0.0#0.0
a person walks forward quickly and aggresively.#a/DET person/NOUN walk/VERB forward/ADV quickly/ADV and/CCONJ aggresively/ADV#0.0#0.0
a person walks forward while swinging their arms.#a/DET person/NOUN walk/VERB forward/ADV while/SCONJ swinge/VERB their/DET arm/NOUN#0.0#0.0
"
3,696,"a person aggressively picks up an object with both of their hands and puts it on their shoulder.#a/DET person/NOUN aggressively/ADV pick/VERB up/ADP an/DET object/NOUN with/ADP both/DET of/ADP their/DET hand/NOUN and/CCONJ put/VERB it/PRON on/ADP their/DET shoulder/NOUN#0.0#0.0
the person picks something up and then lifts it up#the/DET person/NOUN pick/VERB something/PRON up/ADP and/CCONJ then/ADV lift/VERB it/PRON up/ADP#0.0#0.0
a person lifts an object and stumbles around.#a/DET person/NOUN lift/VERB an/DET object/NOUN and/CCONJ stumble/VERB around/ADV#0.0#0.0
"
3,697,"a person standing up jumps one time, then is pushed to the left by something from the right, then shuffles to the left, then regains composure and terminates velocity.#a/DET person/NOUN stand/VERB up/ADP jump/VERB one/NUM time/NOUN then/ADV is/AUX push/VERB to/ADP the/DET left/NOUN by/ADP something/PRON from/ADP the/DET right/NOUN then/ADV shuffle/VERB to/ADP the/DET left/NOUN then/ADV regain/VERB composure/NOUN and/CCONJ terminate/VERB velocity/NOUN#0.0#0.0
a person jumps up once and then quickly steps over to their left.#a/DET person/NOUN jump/VERB up/ADP once/ADV and/CCONJ then/ADV quickly/ADV step/VERB over/ADP to/ADP their/DET left/NOUN#0.0#0.0
a person jumps and then side steps to the left.#a/DET person/NOUN jump/VERB and/CCONJ then/ADV side/VERB step/NOUN to/ADP the/DET left/NOUN#0.0#0.0
"
3,698,"the person is sitting down.#the/DET person/NOUN is/AUX sit/VERB down/ADP#0.0#0.0
a person slowly slides their back down a wall, bending their knees into a squat position.#a/DET person/NOUN slowly/ADV slide/VERB their/DET back/NOUN down/ADP a/DET wall/NOUN bend/VERB their/DET knee/NOUN into/ADP a/DET squat/ADJ position/NOUN#0.0#0.0
a man squats down by bending his knees.#a/DET man/NOUN squat/VERB down/ADP by/ADP bend/VERB his/DET knee/NOUN#0.0#0.0
"
3,699,"takes a few steps forward then jerks back a step just to go forward a few steps again.#take/VERB a/DET few/ADJ step/NOUN forward/ADV then/ADV jerk/VERB back/ADV a/DET step/NOUN just/ADV to/PART go/VERB forward/ADV a/DET few/ADJ step/NOUN again/ADV#0.0#0.0
a person walks forward, walks quickly backward, and then walks forward again.#a/DET person/NOUN walk/VERB forward/ADV walk/VERB quickly/ADV backward/ADV and/CCONJ then/ADV walk/VERB forward/ADV again/ADV#0.0#0.0
a person moving forward then quickly moves back a couple steps then moves forward again.#a/DET person/NOUN move/VERB forward/ADV then/ADV quickly/ADV move/VERB back/ADP a/DET couple/NOUN step/NOUN then/ADV move/VERB forward/ADV again/ADV#0.0#0.0
"
3,701,"a person is sitting#a/DET person/NOUN is/AUX sit/VERB#0.0#0.0
the stick figure moves its left hand to the top of its neck.#the/DET stick/PROPN figure/NOUN move/VERB its/DET left/ADJ hand/NOUN to/ADP the/DET top/NOUN of/ADP its/DET neck/NOUN#0.0#0.0
a person is sitting while moving his hands.#a/DET person/NOUN is/AUX sit/VERB while/SCONJ move/VERB his/DET hand/NOUN#0.0#0.0
"
3,702,"a man stays in place while hopping up and down, keeping his upper body still and bending only at the knee and ankle.#a/DET man/NOUN stay/VERB in/ADP place/NOUN while/SCONJ hop/VERB up/ADV and/CCONJ down/ADV keep/VERB his/DET upper/ADJ body/NOUN still/ADV and/CCONJ bend/VERB only/ADV at/ADP the/DET knee/NOUN and/CCONJ ankle/NOUN#0.0#0.0
a person jumps 5 times.#a/DET person/NOUN jump/VERB time/NOUN#0.0#0.0
a man jumps up and down in place.#a/DET man/NOUN jump/VERB up/ADV and/CCONJ down/ADV in/ADP place/NOUN#0.0#0.0
"
3,706,"a person waves his arm and then turns around.#a/DET person/NOUN wave/VERB his/DET arm/NOUN and/CCONJ then/ADV turn/VERB around/ADV#0.0#0.0
a person waves to someone, then turns around and walks off.#a/DET person/NOUN wave/VERB to/ADP someone/PRON then/ADV turn/VERB around/ADV and/CCONJ walk/VERB off/ADP#0.0#0.0
man waves with left arm and then turns around and walks away.#man/NOUN wave/NOUN with/ADP left/ADJ arm/NOUN and/CCONJ then/ADV turn/VERB around/ADV and/CCONJ walk/VERB away/ADV#0.0#0.0
"
3,707,"a person walks and turns left.#a/DET person/NOUN walk/VERB and/CCONJ turn/VERB left/VERB#0.0#0.0
person walks with arms to side forward the starts to curve to their left in shape of 1/4 circle.#person/NOUN walk/VERB with/ADP arm/NOUN to/PART side/VERB forward/ADV the/DET start/NOUN to/PART curve/VERB to/ADP their/DET left/NOUN in/ADP shape/NOUN of/ADP circle/NOUN#0.0#0.0
person walks forward and to the left for 4 steps#person/NOUN walk/VERB forward/ADV and/CCONJ to/ADP the/DET left/NOUN for/ADP step/NOUN#0.0#0.0
"
3,709,"a person carefully walks backwards, placing his feet in very specific spots#a/DET person/NOUN carefully/ADV walk/VERB backwards/ADV place/VERB his/DET foot/NOUN in/ADP very/ADV specific/ADJ spot/NOUN#0.0#0.0
a person walks backwards in a curve .#a/DET person/NOUN walk/VERB backwards/ADV in/ADP a/DET curve/NOUN#0.0#0.0
a person is looking down and walking backwards but in a straddle stance, trying to avoid stepping on something.#a/DET person/NOUN is/AUX look/VERB down/ADP and/CCONJ walk/VERB backwards/ADV but/CCONJ in/ADP a/DET straddle/NOUN stance/NOUN try/VERB to/PART avoid/VERB step/VERB on/ADP something/PRON#0.0#0.0
"
3,712,"a lerson lifts their right arm with elbow bent, out to a 90 degree angle to their body.#a/DET lerson/NOUN lift/VERB their/DET right/ADJ arm/NOUN with/ADP elbow/PROPN bent/NOUN out/ADV to/ADP a/DET degree/NOUN angle/NOUN to/ADP their/DET body/NOUN#0.0#0.0
person lifts their right arm up to their side and puts it back down again#person/NOUN lift/VERB their/DET right/ADJ arm/NOUN up/ADP to/ADP their/DET side/NOUN and/CCONJ put/VERB it/PRON back/ADV down/ADP again/ADV#0.0#2.0
a person raises their right hand.#a/DET person/NOUN raise/VERB their/DET right/ADJ hand/NOUN#0.0#0.0
"
3,713,"a man is running in place.#a/DET man/NOUN is/AUX run/VERB in/ADP place/NOUN#0.0#0.0
a person is jogging/hopping in place with their arms raised to waist level, almost as if getting ready for a fight or a race.#a/DET person/NOUN is/AUX jog/VERB hopping/NOUN in/ADP place/NOUN with/ADP their/DET arm/NOUN raise/VERB to/ADP waist/ADJ level/NOUN almost/ADV as/SCONJ if/SCONJ get/VERB ready/ADJ for/ADP a/DET fight/NOUN or/CCONJ a/DET race/NOUN#0.0#0.0
the person is jogging in place.#the/DET person/NOUN is/AUX jog/VERB in/ADP place/NOUN#0.0#0.0
"
3,714,"a person takes a step forward bending their arm in a flexing motion.#a/DET person/NOUN take/VERB a/DET step/NOUN forward/ADV bend/VERB their/DET arm/NOUN in/ADP a/DET flexing/ADJ motion/NOUN#0.0#4.0
leans slightly forward with both hands coming together with a flexing motion, takes a step back again and does likewise with arms to the side of his head and the again on his right side.#lean/NOUN slightly/ADV forward/ADV with/ADP both/DET hand/NOUN come/VERB together/ADV with/ADP a/DET flexing/ADJ motion/NOUN take/VERB a/DET step/NOUN back/ADV again/ADV and/CCONJ does/AUX likewise/ADV with/ADP arm/NOUN to/ADP the/DET side/NOUN of/ADP his/DET head/NOUN and/CCONJ the/DET again/ADV on/ADP his/DET right/ADJ side/NOUN#0.0#0.0
a person stands facing forward, the turns to the right and brings his arms down in a flexing motion, then steps back to first position and brings his arms up in a flexing motion and steps to the left and flexes his arms down.#a/DET person/NOUN stand/VERB face/VERB forward/ADV the/DET turn/NOUN to/ADP the/DET right/NOUN and/CCONJ bring/VERB his/DET arm/NOUN down/ADV in/ADP a/DET flexing/ADJ motion/NOUN then/ADV step/VERB back/ADV to/ADP first/ADJ position/NOUN and/CCONJ bring/VERB his/DET arm/NOUN up/ADP in/ADP a/DET flexing/ADJ motion/NOUN and/CCONJ step/NOUN to/ADP the/DET left/NOUN and/CCONJ flex/VERB his/DET arm/NOUN down/ADV#0.0#0.0
"
3,718,"a man walks forward full length and then goes into a amateur salsa dance routine walking backwards half-length; finishing with a 360 degree rotation#a/DET man/NOUN walk/VERB forward/ADV full/ADJ length/NOUN and/CCONJ then/ADV go/VERB into/ADP a/DET amateur/ADJ salsa/NOUN dance/NOUN routine/NOUN walking/NOUN backwards/ADP halflength/NOUN finish/VERB with/ADP a/DET degree/NOUN rotation/NOUN#0.0#0.0
a person walks up and starts salsa dancing.#a/DET person/NOUN walk/VERB up/ADP and/CCONJ start/VERB salsa/NOUN dancing/NOUN#0.0#0.0
a man slowly walks forward then proceeds to dance in a circle.#a/DET man/NOUN slowly/ADV walk/VERB forward/ADV then/ADV proceed/VERB to/ADP dance/NOUN in/ADP a/DET circle/NOUN#0.0#0.0
"
3,721,"the person is sitting down and i think putting something down.#the/DET person/NOUN is/AUX sit/VERB down/ADP and/CCONJ i/PRON think/VERB put/VERB something/PRON down/ADP#0.0#0.0
a person sits down at a table, leaning onto their right elbow, then stands up again.#a/DET person/NOUN sit/VERB down/ADP at/ADP a/DET table/NOUN lean/VERB onto/ADP their/DET right/ADJ elbow/NOUN then/ADV stand/VERB up/ADP again/ADV#0.0#0.0
person sits down and leans on the chair#person/NOUN sit/VERB down/ADP and/CCONJ lean/NOUN on/ADP the/DET chair/NOUN#0.0#0.0
"
3,722,"a person walks casually and high fives with their right hand.#a/DET person/NOUN walk/VERB casually/ADV and/CCONJ high/ADJ five/NOUN with/ADP their/DET right/ADJ hand/NOUN#0.0#10.0
a person walking back and forth, saw and waved to someone in the distance.#a/DET person/NOUN walk/VERB back/ADV and/CCONJ forth/ADV see/VERB and/CCONJ wave/VERB to/ADP someone/PRON in/ADP the/DET distance/NOUN#0.0#0.0
a person walks forwards then waves at someone to their right and walks back to the original position.#a/DET person/NOUN walk/VERB forwards/ADJ then/ADV wave/NOUN at/ADP someone/PRON to/ADP their/DET right/NOUN and/CCONJ walk/VERB back/ADV to/ADP the/DET original/ADJ position/NOUN#0.0#0.0
"
3,723,"a man takes a large single stride slightly out to the front and right, leading with his right leg.#a/DET man/NOUN take/VERB a/DET large/ADJ single/ADJ stride/NOUN slightly/ADV out/SCONJ to/ADP the/DET front/NOUN and/CCONJ right/ADJ lead/VERB with/ADP his/DET right/ADJ leg/NOUN#0.0#0.0
a person steps down from an elevated place.#a/DET person/NOUN step/VERB down/ADP from/ADP an/DET elevated/ADJ place/NOUN#0.0#0.0
person walks down one step moving slightly to their right#person/NOUN walk/VERB down/ADV one/NUM step/NOUN move/VERB slightly/ADV to/ADP their/DET right/NOUN#0.0#4.0
"
3,726,"a person walks around in a complete circle to the right while holding his left side, then u-turns back towards the way he came.#a/DET person/NOUN walk/VERB around/ADV in/ADP a/DET complete/ADJ circle/NOUN to/ADP the/DET right/NOUN while/SCONJ hold/VERB his/DET left/ADJ side/NOUN then/ADV uturn/VERB back/ADV towards/ADP the/DET way/NOUN he/PRON come/VERB#0.0#0.0
a person walking in a circular pattern, holding an object with the left hand.#a/DET person/NOUN walk/VERB in/ADP a/DET circular/ADJ pattern/NOUN hold/VERB an/DET object/NOUN with/ADP the/DET left/ADJ hand/NOUN#0.0#0.0
the person is walking in a circle swinging his right arm while holding something in his left.#the/DET person/NOUN is/AUX walk/VERB in/ADP a/DET circle/NOUN swinge/VERB his/DET right/ADJ arm/NOUN while/SCONJ hold/VERB something/PRON in/ADP his/DET left/NOUN#0.0#0.0
"
3,727,"a person jumps up and down with their hands in the air.#a/DET person/NOUN jump/VERB up/ADV and/CCONJ down/ADV with/ADP their/DET hand/NOUN in/ADP the/DET air/NOUN#0.0#0.0
a person raises both arms above head and jumps up and down.#a/DET person/NOUN raise/VERB both/DET arm/NOUN above/ADP head/NOUN and/CCONJ jump/VERB up/ADV and/CCONJ down/ADV#0.0#0.0
a person is jumping in the air with both arms parallel above their head.#a/DET person/NOUN is/AUX jump/VERB in/ADP the/DET air/NOUN with/ADP both/DET arm/NOUN parallel/NOUN above/ADP their/DET head/NOUN#0.0#0.0
"
3,730,"the person is jumping and spinning.#the/DET person/NOUN is/AUX jump/VERB and/CCONJ spin/VERB#0.0#0.0
he does a airkick in the air#he/PRON does/AUX a/DET airkick/NOUN in/ADP the/DET air/NOUN#0.0#0.0
a person kicks their leg in the air then jumps into a spin#a/DET person/NOUN kick/VERB their/DET leg/NOUN in/ADP the/DET air/NOUN then/ADV jump/VERB into/ADP a/DET spin/NOUN#0.0#0.0
"
3,732,"a person is gesturing their right arm at their shoulder level as if trying to communicate with someone.#a/DET person/NOUN is/AUX gesture/VERB their/DET right/ADJ arm/NOUN at/ADP their/DET shoulder/NOUN level/NOUN as/SCONJ if/SCONJ try/VERB to/PART communicate/VERB with/ADP someone/PRON#0.0#0.0
a person waves to a crowd.#a/DET person/NOUN wave/VERB to/ADP a/DET crowd/NOUN#0.0#0.0
a person stands impishly, and starts by raising his left arm and waves it across the span of his body. he does this twice and ends by taking rest position.#a/DET person/NOUN stand/VERB impishly/ADV and/CCONJ start/VERB by/ADP raise/VERB his/DET left/ADJ arm/NOUN and/CCONJ wave/VERB it/PRON across/ADP the/DET span/NOUN of/ADP his/DET body/NOUN he/PRON does/AUX this/DET twice/ADV and/CCONJ end/VERB by/ADP take/VERB rest/NOUN position/NOUN#0.0#0.0
"
3,733,"person rotates to side then puts hand near mouth elbow bent and stays in position#person/NOUN rotate/VERB to/PART side/VERB then/ADV put/VERB hand/NOUN near/SCONJ mouth/PROPN elbow/PROPN bent/PROPN and/CCONJ stay/VERB in/ADP position/NOUN#0.0#0.0
he looks around and then stopped#he/PRON look/VERB around/ADV and/CCONJ then/ADV stop/VERB#0.0#0.0
a person is talking on the phone#a/DET person/NOUN is/AUX talk/VERB on/ADP the/DET phone/NOUN#0.0#0.0
"
3,734,"the person is holding his face because he has a toothache.#the/DET person/NOUN is/AUX hold/VERB his/DET face/NOUN because/SCONJ he/PRON has/AUX a/DET toothache/NOUN#0.0#0.0
person slumped over slightly, holding face as if from tooth pain.#person/NOUN slump/VERB over/ADP slightly/ADV hold/VERB face/NOUN as/SCONJ if/SCONJ from/ADP tooth/ADJ pain/NOUN#0.0#0.0
a man shouting out for someone.#a/DET man/NOUN shout/VERB out/ADP for/ADP someone/PRON#0.0#0.0
"
3,735,"a person bends forward in a bowing motion.#a/DET person/NOUN bend/VERB forward/ADV in/ADP a/DET bowing/NOUN motion/NOUN#0.0#0.0
standing moving the top of the body down toward the hip and back up. taking a bow.#stand/VERB move/VERB the/DET top/NOUN of/ADP the/DET body/NOUN down/ADP toward/ADP the/DET hip/NOUN and/CCONJ back/VERB up/ADP take/VERB a/DET bow/NOUN#0.0#0.0
a figure standing prone before taking a deep bow and then slow raising#a/DET figure/NOUN stand/VERB prone/ADJ before/ADP take/VERB a/DET deep/ADJ bow/NOUN and/CCONJ then/ADV slow/ADJ raising/NOUN#0.0#0.0
"
3,737,"a person walks forward, stoops then stands and steps backwards.#a/DET person/NOUN walk/VERB forward/ADV stoop/NOUN then/ADV stand/VERB and/CCONJ step/VERB backwards/ADV#0.0#0.0
character takes a few steps forward. squats down then place right hsnd on leg ans stands up. then takes a few steps backwards.#character/NOUN take/VERB a/DET few/ADJ step/NOUN forward/ADV squat/VERB down/ADV then/ADV place/VERB right/ADJ hsnd/PROPN on/ADP leg/PROPN ans/PROPN stand/VERB up/ADP then/ADV take/VERB a/DET few/ADJ step/NOUN backwards/ADV#0.0#0.0
a person walks forward, squats down, stands back up, and then walks back#a/DET person/NOUN walk/VERB forward/ADV squat/VERB down/ADP stand/VERB back/ADV up/ADV and/CCONJ then/ADV walk/VERB back/ADV#0.0#0.0
"
3,741,"a person throws with their right arm#a/DET person/NOUN throw/VERB with/ADP their/DET right/ADJ arm/NOUN#0.0#0.0
a right handed man playing tennis#a/DET right/ADJ handed/ADJ man/NOUN play/VERB tennis/NOUN#0.0#0.0
a person swings his right arm in the air.#a/DET person/NOUN swing/VERB his/DET right/ADJ arm/NOUN in/ADP the/DET air/NOUN#0.0#0.0
"
3,747,"the person is walking forward.#the/DET person/NOUN is/AUX walk/VERB forward/ADV#0.0#0.0
a person walks forward slowly.#a/DET person/NOUN walk/VERB forward/ADV slowly/ADV#0.0#0.0
a person walking forward in slow motion.#a/DET person/NOUN walk/VERB forward/ADV in/ADP slow/ADJ motion/NOUN#0.0#0.0
"
3,748,"a person lifts their right arm 3 times and then waves with the left arm.#a/DET person/NOUN lift/VERB their/DET right/ADJ arm/NOUN time/NOUN and/CCONJ then/ADV wave/VERB with/ADP the/DET left/ADJ arm/NOUN#0.0#0.0
a man walks over to hiis right side while raising his right arm twice before stepping to the side and raising his left hand once.#a/DET man/NOUN walk/VERB over/ADP to/PART hiis/VERB right/ADJ side/NOUN while/SCONJ raise/VERB his/DET right/ADJ arm/NOUN twice/ADV before/ADP step/VERB to/ADP the/DET side/NOUN and/CCONJ raise/VERB his/DET left/ADJ hand/NOUN once/ADV#0.0#0.0
a person lowers and raises their right arm several times while stepping to the right.#a/DET person/NOUN lower/VERB and/CCONJ raise/VERB their/DET right/ADJ arm/NOUN several/ADJ time/NOUN while/SCONJ step/VERB to/ADP the/DET right/NOUN#0.0#0.0
"
3,749,"a man walks forward in an s pattern before stopping.#a/DET man/NOUN walk/VERB forward/ADV in/ADP an/DET s/NOUN pattern/NOUN before/ADP stop/VERB#0.0#0.0
the person walk to the left then walked back around to the right then turned back around and walk to the left again.#the/DET person/NOUN walk/VERB to/ADP the/DET left/NOUN then/ADV walk/VERB back/ADV around/ADV to/ADP the/DET right/NOUN then/ADV turn/VERB back/ADV around/ADV and/CCONJ walk/VERB to/ADP the/DET left/NOUN again/ADV#0.0#0.0
a person walking in curved trajectory#a/DET person/NOUN walk/VERB in/ADP curved/ADJ trajectory/NOUN#0.0#0.0
"
3,750,"a person standing up claps their hands together one time, walks diagonally to the right slightly, then sits down.#a/DET person/NOUN stand/VERB up/ADP clap/NOUN their/DET hand/NOUN together/ADV one/NUM time/NOUN walk/VERB diagonally/ADV to/ADP the/DET right/NOUN slightly/ADV then/ADV sit/VERB down/ADP#0.0#0.0
the figure spreads its arms, then claps, walks three steps forward; and finally halts and sits down.#the/DET figure/NOUN spread/VERB its/DET arm/NOUN then/ADV clap/NOUN walk/VERB three/NUM step/NOUN forward/ADV and/CCONJ finally/ADV halt/NOUN and/CCONJ sit/VERB down/ADP#0.0#0.0
a person raises both their arms to their side, claps and then walks forward to sit down#a/DET person/NOUN raise/VERB both/CCONJ their/DET arm/NOUN to/ADP their/DET side/NOUN clap/NOUN and/CCONJ then/ADV walk/VERB forward/ADV to/PART sit/VERB down/ADP#0.0#0.0
"
3,751,"a man shakes his right hand whilst picking up and pouring somthing with his left hand.#a/DET man/NOUN shake/VERB his/DET right/ADJ hand/NOUN whilst/SCONJ pick/VERB up/ADP and/CCONJ pour/VERB somthe/VERB with/ADP his/DET left/ADJ hand/NOUN#0.0#0.0
a person washes or scrubs something with their right hand. they then bend over and grab something in front of them with their left hand, returning to pour some of it out (like soap or water) then places it back, all while continuing this scrubbing motion with the other hand.#a/DET person/NOUN wash/VERB or/CCONJ scrub/VERB something/PRON with/ADP their/DET right/ADJ hand/NOUN they/PRON then/ADV bend/VERB over/ADP and/CCONJ grab/VERB something/PRON in/ADP front/NOUN of/ADP them/PRON with/ADP their/DET left/ADJ hand/NOUN return/VERB to/PART pour/VERB some/DET of/ADP it/PRON out/ADP like/SCONJ soap/NOUN or/CCONJ water/NOUN then/ADV place/VERB it/PRON back/ADV all/DET while/SCONJ continue/VERB this/DET scrubbing/ADJ motion/NOUN with/ADP the/DET other/ADJ hand/NOUN#0.0#0.0
a person standing in place scrubs an object with right hand, then picks up a cup and pours on scrubbed object using left hand.#a/DET person/NOUN stand/VERB in/ADP place/NOUN scrub/NOUN an/DET object/NOUN with/ADP right/ADJ hand/NOUN then/ADV pick/VERB up/ADP a/DET cup/NOUN and/CCONJ pour/NOUN on/ADP scrubbed/ADJ object/NOUN use/VERB left/ADJ hand/NOUN#0.0#0.0
"
3,752,"a man takes seven steps forward and slightly to the right#a/DET man/NOUN take/VERB seven/NUM step/NOUN forward/ADV and/CCONJ slightly/ADV to/ADP the/DET right/NOUN#0.0#0.0
the person is walking slowly.#the/DET person/NOUN is/AUX walk/VERB slowly/ADV#0.0#0.0
the body is slowly walking forward.#the/DET body/NOUN is/AUX slowly/ADV walk/VERB forward/ADV#0.0#0.0
"
3,754,"a person extends his right arm and hand out in front of him in a pronated position.#a/DET person/NOUN extend/VERB his/DET right/ADJ arm/NOUN and/CCONJ hand/VERB out/ADP in/ADP front/NOUN of/ADP him/PRON in/ADP a/DET pronated/ADJ position/NOUN#0.0#0.0
peron standing and put left arm out.#peron/PROPN standing/PROPN and/CCONJ put/VERB left/ADJ arm/NOUN out/ADP#0.0#0.0
a person puts his right arm forward.#a/DET person/NOUN put/VERB his/DET right/ADJ arm/NOUN forward/ADV#0.0#0.0
"
3,755,"a person walks and trips to his left and then recovers.#a/DET person/NOUN walk/VERB and/CCONJ trip/VERB to/ADP his/DET left/NOUN and/CCONJ then/ADV recover/NOUN#0.0#0.0
a oerson walks forward seems to get pushed to the right and then looks and continues#a/DET oerson/NOUN walk/VERB forward/ADV seem/VERB to/PART get/AUX push/VERB to/ADP the/DET right/NOUN and/CCONJ then/ADV look/VERB and/CCONJ continue/VERB#0.0#0.0
a man walks forward and then stumbles to the side before resuming course.#a/DET man/NOUN walk/VERB forward/ADV and/CCONJ then/ADV stumble/VERB to/ADP the/DET side/NOUN before/ADP resume/VERB course/NOUN#0.0#0.0
"
3,758,"a person holds up both arms then lowers them one at a time#a/DET person/NOUN hold/VERB up/ADP both/DET arm/NOUN then/ADV lower/VERB them/PRON one/NUM at/ADP a/DET time/NOUN#0.0#0.0
a person holds their right arm out to the side before letting it drop down.#a/DET person/NOUN hold/VERB their/DET right/ADJ arm/NOUN out/ADP to/ADP the/DET side/NOUN before/ADP let/VERB it/PRON drop/VERB down/ADP#0.0#0.0
the person is reaching hand out while standing.#the/DET person/NOUN is/AUX reach/VERB hand/NOUN out/ADP while/SCONJ stand/VERB#0.0#0.0
"
3,759,"a person stretches out his arms.#a/DET person/NOUN stretch/VERB out/ADP his/DET arm/NOUN#0.0#0.0
a person stretches first their right arm across their body, then their left.#a/DET person/NOUN stretch/VERB first/ADV their/DET right/ADJ arm/NOUN across/ADP their/DET body/NOUN then/ADV their/DET left/NOUN#0.0#0.0
a man pulls left arm to the right, then pulls right arm to the left.#a/DET man/NOUN pull/VERB left/VERB arm/NOUN to/ADP the/DET right/NOUN then/ADV pull/VERB right/ADJ arm/NOUN to/ADP the/DET left/NOUN#0.0#0.0
"
3,761,"a man walks around in a circular motion while gently swinging his arms.#a/DET man/NOUN walk/VERB around/ADV in/ADP a/DET circular/ADJ motion/NOUN while/SCONJ gently/ADV swinge/VERB his/DET arm/NOUN#0.0#0.0
a person walks in a counter clockwise direction.#a/DET person/NOUN walk/VERB in/ADP a/DET counter/NOUN clockwise/NOUN direction/NOUN#0.0#0.0
a person walks in a clockwise oval.#a/DET person/NOUN walk/VERB in/ADP a/DET clockwise/NOUN oval/NOUN#0.0#0.0
"
